user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S1_SemiBin_46	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	GCA_003444615.1	95.0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	99.25	0.861	GCA_003444615.1	95.0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__DTU018 sp003444615	99.25	0.861	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__DTU018;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.13	11	N/A	N/A
S1_SemiBin_47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	GCA_012730095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	99.36	0.916	GCA_012730095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	99.36	0.916	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001512485.1, s__DTU069 sp001512485, 95.0, 84.52, 0.418; GCA_012516065.1, s__DTU069 sp012516065, 95.0, 83.19, 0.274	92.79	11	N/A	N/A
S1_SemiBin_48	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA3924;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA3924;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.74	11	0.91417	N/A
S1_SemiBin_49	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017999015.1, s__DUPH01 sp017999015, 95.0, 87.04, 0.381; GCA_028684935.1, s__DUPH01 sp028684935, 95.0, 85.35, 0.313; GCA_002071025.1, s__DUPH01 sp002071025, 95.0, 85.17, 0.24	85.82	11	0.95748	N/A
S1_SemiBin_50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	GCF_900095795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	99.5	0.871	GCF_900095795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	99.5	0.871	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.94	11	N/A	N/A
S1_SemiBin_53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	GCA_012744235.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.72	0.846	GCA_012744235.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.72	0.846	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.04	11	N/A	N/A
S1_SemiBin_54	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	GCA_019136215.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	96.51	0.823	GCA_019136215.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp019136215	96.51	0.823	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.13	11	N/A	N/A
S1_SemiBin_55	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAAYSA01;s__JAAYSA01 sp012518455	GCA_012518455.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAAYSA01;s__JAAYSA01 sp012518455	97.86	0.911	GCA_012518455.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAAYSA01;s__JAAYSA01 sp012518455	97.86	0.911	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	81.89	11	N/A	N/A
S1_SemiBin_56	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JACZKQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__JACZKQ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.73	11	0.94599	N/A
S1_SemiBin_58	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	GCA_002305255.1	95.0	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	99.63	0.9	GCA_002305255.1	95.0	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	99.63	0.9	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.26	11	N/A	N/A
S1_SemiBin_6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002305335	GCA_002305335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002305335	99.76	0.946	GCA_002305335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002305335	99.76	0.946	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.61	11	N/A	N/A
S1_SemiBin_60	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900320415	GCA_900320415.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900320415	99.52	0.84	GCA_900320415.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900320415	99.52	0.84	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900100595.1, s__Ruminococcus_E sp900100595, 95.0, 84.95, 0.264; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 82.26, 0.157; GCF_018918205.1, s__Ruminococcus_E sp018918205, 95.0, 81.37, 0.16	87.27	11	N/A	N/A
S1_SemiBin_61	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp012837385	GCA_012837385.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp012837385	99.54	0.891	GCA_012837385.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__DTU010 sp012837385	99.54	0.891	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__DTU010;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.83	11	N/A	N/A
S1_SemiBin_63	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	GCA_012518325.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.71	0.79	GCA_012518325.1	95.0	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__UBA5420 sp012518325	99.71	0.79	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA5420;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012520315.1, s__UBA5420 sp012520315, 95.0, 82.09, 0.304	88.86	11	N/A	N/A
S1_SemiBin_65	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Ch29;f__Ch29;g__JAAYEV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012728565.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Ch29;f__Ch29;g__JAAYEV01;s__JAAYEV01 sp012728565	91.25	0.726	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Ch29;f__Ch29;g__JAAYEV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.01	11	0.9742	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S1_SemiBin_7	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.59	0.922	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.59	0.922	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002385825.1, s__UBA1426 sp002385825, 95.0, 95.43, 0.759	96.35	11	N/A	N/A
S1_SemiBin_73	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__DUQW01 sp012515785	GCA_012515785.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__DUQW01 sp012515785	98.03	0.854	GCA_012515785.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__DUQW01 sp012515785	98.03	0.854	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Acholeplasmataceae;g__DUQW01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012837585.1, s__DUQW01 sp012837585, 95.0, 85.94, 0.479	81.15	11	N/A	N/A
S1_SemiBin_74	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__DTKD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__UBA5829;o__UBA5829;f__UBA5829;g__DTKD01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.57	11	0.91818	N/A
S1_SemiBin_75	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	N/A	N/A	N/A	N/A	N/A	GCA_002316295.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp002316295	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018433775.1, s__UBA1062 sp018433775, 95.0, 79.7, 0.15; GCA_018436855.1, s__UBA1062 sp018436855, 95.0, 79.25, 0.153	75.61	11	0.94414	N/A
S1_SemiBin_76	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__PWVB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_022707665.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__PWVB01;s__PWVB01 sp022707665	88.14	0.517	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__PWVB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.74	11	0.98713	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S1_SemiBin_77	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAJUJI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAJUJI01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.42	11	0.92905	N/A
S1_SemiBin_8	d__Bacteria;p__Bacillota_B;c__Moorellia;o__DTU086;f__DTU086;g__DTU086;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_B;c__Moorellia;o__DTU086;f__DTU086;g__DTU086;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.31	11	0.86061	N/A
S1_SemiBin_80	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__UBA6128;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__UBA6128;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.42	11	0.92223	N/A
S1_SemiBin_81	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.13	11	0.76493	N/A
S1_SemiBin_82	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.53	0.927	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.53	0.927	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.52	11	N/A	N/A
S1_SemiBin_83	d__Bacteria;p__Armatimonadota;c__JAAZEB01;o__JAAZEB01;f__JAAZEB01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__JAAZEB01;o__JAAZEB01;f__JAAZEB01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.35	11	0.83686	N/A
S1_SemiBin_84	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp017513005	GCA_017513005.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp017513005	98.8	0.774	GCA_017513005.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp017513005	98.8	0.774	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.59	11	N/A	N/A
S1_SemiBin_87	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CALCQG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CALCQG01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.91	11	0.88724	N/A
S1_SemiBin_89	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG695;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG695;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.66	11	0.96681	N/A
S1_SemiBin_9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	GCF_001282625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	99.28	0.867	GCF_001282625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum massiliensis	99.28	0.867	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_028683355.1, s__Proteiniphilum sp028683355, 95.0, 82.31, 0.264; GCA_028709385.1, s__Proteiniphilum sp028709385, 95.0, 79.9, 0.186	94.18	11	N/A	N/A
S1_SemiBin_91	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG336;s__SIG336 sp015056765	GCA_015056765.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG336;s__SIG336 sp015056765	96.96	0.823	GCA_015056765.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG336;s__SIG336 sp015056765	96.96	0.823	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG336;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.54	11	N/A	N/A
S1_recluster1344	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter indicus	GCF_000488255.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter indicus	97.86	0.873	GCF_000488255.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter indicus	97.86	0.873	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000368785.1, s__Acinetobacter towneri, 95.0, 82.36, 0.194; GCF_001758345.1, s__Acinetobacter towneri_A, 95.0, 82.15, 0.168; GCF_011058205.1, s__Acinetobacter fasciculus, 96.28, 82.04, 0.198; GCF_029024105.1, s__Acinetobacter lwoffii, 96.35, 81.86, 0.217; GCF_019343495.1, s__Acinetobacter lwoffii_P, 96.33, 81.71, 0.218; GCF_012371325.1, s__Acinetobacter sp012371325, 95.0, 81.64, 0.2; GCF_013343215.1, s__Acinetobacter lwoffii_C, 95.0, 81.64, 0.167; GCF_015602705.1, s__Acinetobacter lwoffii_E, 95.69, 81.57, 0.213; GCF_013417155.1, s__Acinetobacter sp013417155, 96.33, 81.56, 0.208; GCF_000369625.1, s__Acinetobacter variabilis, 95.0, 81.54, 0.2; GCF_019048525.1, s__Acinetobacter lwoffii_K, 96.35, 81.32, 0.198; GCF_014769185.1, s__Acinetobacter lwoffii_D, 96.38, 81.3, 0.194; GCF_024129735.1, s__Acinetobacter lwoffii_H, 96.17, 81.28, 0.204; GCF_000368625.1, s__Acinetobacter schindleri, 95.0, 81.17, 0.167; GCF_024129435.1, s__Acinetobacter lwoffii_F, 96.07, 81.15, 0.193; GCF_022809915.1, s__Acinetobacter lwoffii_M, 96.22, 81.12, 0.199; GCF_002296655.1, s__Acinetobacter sp002296655, 95.0, 81.1, 0.169; GCF_016599715.1, s__Acinetobacter sp002135245, 95.0, 81.08, 0.164; GCF_024129595.1, s__Acinetobacter lwoffii_O, 96.45, 81.07, 0.184; GCF_002321025.1, s__Acinetobacter lwoffii_J, 95.0, 81.05, 0.195; GCF_024129855.1, s__Acinetobacter lwoffii_L, 96.51, 81.02, 0.199; GCF_002688565.1, s__Acinetobacter sp002688565, 95.0, 81.01, 0.153; GCF_000773685.1, s__Acinetobacter sp000773685, 95.0, 81.0, 0.17; GCF_002803605.1, s__Acinetobacter pseudolwoffii, 95.0, 80.95, 0.215; GCF_019038395.1, s__Acinetobacter sp019038395, 95.0, 80.93, 0.171; GCA_013530545.1, s__Acinetobacter lwoffii_G, 96.18, 80.91, 0.18; GCA_000761495.1, s__Acinetobacter idrijaensis, 95.91, 80.9, 0.193; GCF_013417555.1, s__Acinetobacter sp013417555, 95.0, 80.67, 0.192; GCF_022700675.1, s__Acinetobacter sp022700675, 95.0, 80.67, 0.182; GCF_900096895.1, s__Acinetobacter kookii, 95.0, 80.66, 0.179; GCF_024129355.1, s__Acinetobacter lwoffii_I, 96.07, 80.64, 0.199; GCA_002332985.1, s__Acinetobacter lwoffii_N, 96.55, 80.61, 0.197; GCF_022967985.1, s__Acinetobacter sp002367455, 96.56, 80.54, 0.192; GCF_902753875.1, s__Acinetobacter bouvetii_A, 95.0, 80.27, 0.163; GCF_002135315.1, s__Acinetobacter sp002135315, 95.0, 80.21, 0.155; GCF_014837015.1, s__Acinetobacter pecorum, 95.0, 80.13, 0.177; GCF_002135355.1, s__Acinetobacter sp002135355, 95.0, 79.91, 0.157	98.97	11	N/A	N/A
S1_recluster1378	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__UBA6128;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__UBA6128;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.55	11	0.92271	N/A
S1_recluster2008	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	GCA_002305255.1	95.0	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	99.63	0.894	GCA_002305255.1	95.0	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__UBA1393;s__UBA1393 sp002305255	99.63	0.894	d__Bacteria;p__Bacillota_G;c__DTU025;o__DTUO25;f__DTU025;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.26	11	N/A	N/A
S1_recluster2052	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	GCA_012744235.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.71	0.877	GCA_012744235.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.71	0.877	d__Bacteria;p__Bacillota_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.53	11	N/A	N/A
